Time (ps),Quercetin-FN1,pQ3RU-FN1
2202,2.129406,2.174645
2204,2.123843,2.17164
2206,2.129394,2.173453
2208,2.133083,2.17195
2210,2.130738,2.169317
2212,2.138941,2.177171
2214,2.139625,2.180349
2216,2.129274,2.17825
2218,2.12307,2.182453
2220,2.114374,2.186713
2222,2.10817,2.184422
2224,2.114546,2.18636
2226,2.117378,2.176192
2228,2.131287,2.177456
2230,2.12651,2.175461
2232,2.121873,2.184362
2234,2.132055,2.172841
2236,2.135227,2.168051
2238,2.131044,2.169121
2240,2.129253,2.177689
2242,2.143674,2.171703
2244,2.134107,2.173438
2246,2.122647,2.174633
2248,2.123183,2.172086
2250,2.130534,2.17235
2252,2.131068,2.178656
2254,2.144101,2.176063
2256,2.132946,2.164993
2258,2.140235,2.181883
2260,2.127755,2.187044
2262,2.12734,2.18008
2264,2.130757,2.175946
2266,2.122569,2.179555
2268,2.12448,2.174872
2270,2.117146,2.185241
2272,2.107445,2.191634
2274,2.118757,2.194986
2276,2.119455,2.206652
2278,2.128571,2.195179
2280,2.12997,2.180015
2282,2.127278,2.177055
2284,2.126544,2.184899
2286,2.126481,2.181333
2288,2.124193,2.190611
2290,2.128028,2.197991
2292,2.124163,2.184308
2294,2.126955,2.184032
2296,2.122263,2.186755
2298,2.122771,2.184068
2300,2.124687,2.186634
2302,2.127313,2.206912
2304,2.124842,2.195372
2306,2.123134,2.198576
2308,2.117712,2.186785
2310,2.131117,2.187797
2312,2.128956,2.183436
2314,2.139101,2.182401
2316,2.142086,2.18784
2318,2.143239,2.182441
2320,2.138064,2.184087
2322,2.133321,2.178072
2324,2.132995,2.180984
2326,2.129715,2.175901
2328,2.135142,2.179964
2330,2.142944,2.178097
2332,2.144492,2.189191
2334,2.150797,2.183493
2336,2.147758,2.187218
2338,2.15245,2.194383
2340,2.148422,2.188495
2342,2.143303,2.181772
2344,2.147838,2.176569
2346,2.140499,2.176871
2348,2.138846,2.186747
2350,2.145788,2.179405
2352,2.153201,2.19617
2354,2.145425,2.185881
2356,2.151299,2.188202
2358,2.153057,2.181152
2360,2.155163,2.193457
2362,2.148117,2.190749
2364,2.158581,2.196452
2366,2.155231,2.203557
2368,2.159588,2.196366
2370,2.170663,2.188221
2372,2.173562,2.186202
2374,2.166458,2.182931
2376,2.172908,2.181325
2378,2.16273,2.181654
2380,2.168322,2.173324
2382,2.169232,2.183057
2384,2.170655,2.182471
2386,2.156085,2.188215
2388,2.168759,2.193613
2390,2.167428,2.193553
2392,2.161247,2.189913
2394,2.165961,2.193614
2396,2.158822,2.194107
2398,2.156157,2.185339
2400,2.156436,2.178746
2402,2.161619,2.178039
2404,2.15844,2.178326
2406,2.154252,2.172252
2408,2.158998,2.186947
2410,2.147553,2.177548
2412,2.133162,2.179385
2414,2.143409,2.183355
2416,2.145665,2.180979
2418,2.145667,2.178163
2420,2.150664,2.17386
2422,2.161525,2.175987
2424,2.165735,2.176459
2426,2.16713,2.180249
2428,2.156791,2.184132
2430,2.153916,2.183097
2432,2.153155,2.189255
2434,2.150335,2.183257
2436,2.153227,2.198329
2438,2.16032,2.191958
2440,2.164034,2.184212
2442,2.155086,2.184591
2444,2.150713,2.193099
2446,2.159211,2.192022
2448,2.159874,2.196496
2450,2.153894,2.204947
2452,2.157236,2.206158
2454,2.154415,2.203344
2456,2.154156,2.19142
2458,2.161835,2.186488
2460,2.161677,2.191604
2462,2.153584,2.193506
2464,2.157902,2.189759
2466,2.161561,2.192023
2468,2.153896,2.191674
2470,2.160319,2.183448
2472,2.152787,2.184465
2474,2.147439,2.185859
2476,2.145476,2.187193
2478,2.155608,2.193105
2480,2.155257,2.190645
2482,2.159947,2.201416
2484,2.157479,2.195529
2486,2.160049,2.197953
2488,2.152431,2.197143
2490,2.149173,2.188285
2492,2.14079,2.199975
2494,2.143281,2.20577
2496,2.144599,2.209141
2498,2.141158,2.203976
2500,2.133788,2.19925
2502,2.133596,2.196684
2504,2.125181,2.194985
2506,2.143445,2.192228
2508,2.15201,2.183929
2510,2.158524,2.196041
2512,2.155738,2.189917
2514,2.146734,2.187528
2516,2.149328,2.184922
2518,2.143188,2.183528
2520,2.14082,2.184741
2522,2.135482,2.193444
2524,2.149771,2.193172
2526,2.142677,2.187324
2528,2.145948,2.189175
2530,2.14245,2.190441
2532,2.141192,2.194903
2534,2.147926,2.194614
2536,2.150098,2.195641
2538,2.157009,2.195329
2540,2.156794,2.196812
2542,2.143867,2.196949
2544,2.152986,2.208254
2546,2.139413,2.195205
2548,2.150007,2.19195
2550,2.157441,2.201912
2552,2.146191,2.195423
2554,2.144773,2.190287
2556,2.148223,2.199956
2558,2.155544,2.208493
2560,2.151339,2.206686
2562,2.153224,2.215109
2564,2.146557,2.216384
2566,2.150565,2.219265
2568,2.150092,2.206001
2570,2.151097,2.2094
2572,2.147393,2.20654
2574,2.146369,2.199639
2576,2.147059,2.199969
2578,2.150022,2.200026
2580,2.15376,2.199955
2582,2.149268,2.221266
2584,2.141075,2.212867
2586,2.157867,2.218282
2588,2.158823,2.214878
2590,2.151675,2.219012
2592,2.154835,2.211412
2594,2.151231,2.217114
2596,2.154362,2.209842
2598,2.167382,2.213813
2600,2.153601,2.222224
2602,2.166742,2.217467
2604,2.174136,2.219799
2606,2.176666,2.214353
2608,2.180479,2.204545
2610,2.175219,2.213377
2612,2.168912,2.209728
2614,2.168858,2.210167
2616,2.157842,2.213908
2618,2.156388,2.20556
2620,2.158721,2.196044
2622,2.161262,2.19686
2624,2.159776,2.197903
2626,2.161935,2.212792
2628,2.161697,2.225854
2630,2.149296,2.219418
2632,2.146021,2.208588
2634,2.153249,2.200547
2636,2.147023,2.200807
2638,2.149375,2.196014
2640,2.157609,2.195617
2642,2.162822,2.187729
2644,2.152031,2.195307
2646,2.157622,2.182771
2648,2.159612,2.184037
2650,2.148572,2.186759
2652,2.152944,2.185015
2654,2.138762,2.180289
2656,2.148615,2.183093
2658,2.14643,2.191787
2660,2.145935,2.191995
2662,2.142591,2.192196
2664,2.145091,2.200561
2666,2.158776,2.193075
2668,2.158675,2.188846
2670,2.161683,2.195047
2672,2.167527,2.202074
2674,2.151745,2.191285
2676,2.152968,2.191396
2678,2.150116,2.196368
2680,2.145538,2.193222
2682,2.156515,2.187927
2684,2.150247,2.187936
2686,2.148293,2.185848
2688,2.153837,2.191441
2690,2.141169,2.183295
2692,2.145569,2.190761
2694,2.146138,2.187387
2696,2.139481,2.188418
2698,2.148845,2.183659
2700,2.156351,2.181004
2702,2.158643,2.183598
2704,2.155407,2.183177
2706,2.157076,2.198585
2708,2.155816,2.198461
2710,2.159648,2.213087
2712,2.149869,2.206433
2714,2.146972,2.211016
2716,2.144885,2.214774
2718,2.134806,2.212944
2720,2.155373,2.202169
2722,2.157859,2.202761
2724,2.155419,2.214158
2726,2.157625,2.210114
2728,2.145882,2.212411
2730,2.139573,2.209508
2732,2.151675,2.200104
2734,2.149026,2.191012
2736,2.139531,2.201122
2738,2.144994,2.19743
2740,2.153975,2.194215
2742,2.154046,2.201059
2744,2.155167,2.199083
2746,2.158234,2.205411
2748,2.151951,2.202559
2750,2.150286,2.204161
2752,2.159416,2.188097
2754,2.142297,2.184652
2756,2.142259,2.186705
2758,2.139327,2.180873
2760,2.143792,2.178123
2762,2.130655,2.182639
2764,2.15034,2.18421
2766,2.140821,2.18507
2768,2.14273,2.180161
2770,2.149227,2.169075
2772,2.147388,2.183722
2774,2.139432,2.179758
2776,2.134155,2.176817
2778,2.143224,2.175324
2780,2.142363,2.178746
2782,2.136148,2.177821
2784,2.137669,2.17219
2786,2.133654,2.170343
2788,2.127244,2.166483
2790,2.128707,2.162447
2792,2.126431,2.163823
2794,2.139481,2.173364
2796,2.140661,2.167825
2798,2.14281,2.169309
2800,2.127208,2.17571
2802,2.142883,2.165655
2804,2.128281,2.166375
2806,2.130735,2.173043
2808,2.132341,2.173093
2810,2.130529,2.162338
2812,2.117476,2.159884
2814,2.128992,2.163266
2816,2.129519,2.162719
2818,2.129595,2.15081
2820,2.136626,2.15779
2822,2.137279,2.165257
2824,2.133327,2.148855
2826,2.138754,2.152855
2828,2.139821,2.161432
2830,2.147205,2.15581
2832,2.132954,2.161241
2834,2.144888,2.160934
2836,2.137121,2.152897
2838,2.137575,2.156489
2840,2.134659,2.166645
2842,2.152777,2.160958
2844,2.145215,2.154281
2846,2.146007,2.15233
2848,2.137599,2.15895
2850,2.136589,2.157967
2852,2.147805,2.160672
2854,2.146064,2.171169
2856,2.149029,2.180785
2858,2.143266,2.171946
2860,2.146416,2.170765
2862,2.147799,2.174924
2864,2.134437,2.185738
2866,2.139621,2.184777
2868,2.143676,2.186489
2870,2.134199,2.181265
2872,2.140208,2.185925
2874,2.145075,2.185601
2876,2.144233,2.182244
2878,2.138176,2.185781
2880,2.140624,2.181391
2882,2.135259,2.184386
2884,2.131677,2.186925
2886,2.141541,2.193719
2888,2.142037,2.184668
2890,2.129442,2.190021
2892,2.139903,2.193383
2894,2.139896,2.185715
2896,2.142271,2.176342
2898,2.142519,2.178504
2900,2.14109,2.180509
2902,2.136782,2.172872
2904,2.130086,2.170477
2906,2.142075,2.187396
2908,2.151714,2.18565
2910,2.142383,2.18973
2912,2.140455,2.192763
2914,2.135194,2.191991
2916,2.139734,2.191166
2918,2.139249,2.177982
2920,2.149725,2.169719
2922,2.152405,2.167716
2924,2.143989,2.180155
2926,2.150897,2.180743
2928,2.153374,2.179376
2930,2.166202,2.175361
2932,2.171565,2.180922
2934,2.160986,2.183803
2936,2.157252,2.185102
2938,2.153278,2.173249
2940,2.153873,2.170731
2942,2.156145,2.168103
2944,2.141596,2.179564
2946,2.136766,2.176272
2948,2.130984,2.168479
2950,2.129129,2.171785
2952,2.131532,2.177001
2954,2.13662,2.183619
2956,2.141618,2.173587
2958,2.143542,2.178261
2960,2.138628,2.170317
2962,2.141573,2.176238
2964,2.141691,2.179679
2966,2.149646,2.181578
2968,2.146225,2.177025
2970,2.145452,2.17753
2972,2.15586,2.183274
2974,2.141861,2.182297
2976,2.154137,2.173906
2978,2.148168,2.174928
2980,2.154183,2.162086
2982,2.159011,2.17659
2984,2.14992,2.164339
2986,2.157967,2.163443
2988,2.143583,2.172977
2990,2.142146,2.17086
2992,2.148109,2.175318
2994,2.145345,2.173189
2996,2.149758,2.168068
2998,2.136009,2.171847
3000,2.147554,2.176599
3002,2.148097,2.188354
3004,2.135623,2.191753
3006,2.121759,2.178443
3008,2.125054,2.182543
3010,2.120026,2.177952
3012,2.117987,2.175802
3014,2.119095,2.174522
3016,2.115259,2.180037
3018,2.117953,2.176668
3020,2.120364,2.17833
3022,2.120397,2.16711
3024,2.11225,2.176488
3026,2.124454,2.171264
3028,2.115326,2.181517
3030,2.115294,2.177857
3032,2.121851,2.193786
3034,2.114613,2.185755
3036,2.116214,2.183838
3038,2.115891,2.168182
3040,2.115172,2.177572
3042,2.114821,2.169837
3044,2.123234,2.174921
3046,2.12232,2.194652
3048,2.123718,2.188457
3050,2.118048,2.189167
3052,2.115738,2.181892
3054,2.109588,2.182634
3056,2.114219,2.180259
3058,2.117791,2.179762
3060,2.115688,2.190516
3062,2.126278,2.192416
3064,2.124551,2.18172
3066,2.130889,2.184217
3068,2.120956,2.185802
3070,2.121484,2.189162
3072,2.108725,2.203973
3074,2.112851,2.202616
3076,2.121106,2.211721
3078,2.116915,2.210565
3080,2.128615,2.206497
3082,2.138403,2.200529
3084,2.134458,2.204173
3086,2.137574,2.197458
3088,2.136589,2.204116
3090,2.136233,2.186128
3092,2.130815,2.188436
3094,2.121968,2.195492
3096,2.125375,2.202083
3098,2.121113,2.18759
3100,2.119834,2.193676
3102,2.123463,2.204451
3104,2.102688,2.199541
3106,2.108673,2.202253
3108,2.115989,2.196484
3110,2.104731,2.195369
3112,2.100292,2.190382
3114,2.107551,2.206612
3116,2.119446,2.209917
3118,2.114393,2.219086
3120,2.104688,2.209226
3122,2.10847,2.202536
3124,2.113975,2.206936
3126,2.110141,2.203547
3128,2.100498,2.207356
3130,2.102517,2.200585
3132,2.104697,2.203527
3134,2.103914,2.201834
3136,2.103382,2.206371
3138,2.104859,2.194935
3140,2.109286,2.198845
3142,2.10926,2.199696
3144,2.104274,2.196779
3146,2.103459,2.195543
3148,2.103296,2.195635
3150,2.106192,2.201435
3152,2.111944,2.200577
3154,2.117108,2.189488
3156,2.119251,2.189806
3158,2.124719,2.201296
3160,2.123557,2.190188
3162,2.13222,2.207006
3164,2.125585,2.193139
3166,2.116456,2.20243
3168,2.120379,2.204303
3170,2.116789,2.196911
3172,2.125123,2.210889
3174,2.12511,2.202039
3176,2.129285,2.195908
3178,2.131439,2.194634
3180,2.137722,2.193914
3182,2.1175,2.191566
3184,2.12615,2.199746
3186,2.128739,2.195534
3188,2.132063,2.194964
3190,2.140677,2.200436
3192,2.12605,2.197471
3194,2.129846,2.195446
3196,2.138091,2.191843
3198,2.134472,2.188612
3200,2.143086,2.189491
3202,2.140174,2.192047
3204,2.148467,2.188154
3206,2.145033,2.195089
3208,2.149148,2.20431
3210,2.149507,2.204021
3212,2.151083,2.201937
3214,2.15823,2.202117
3216,2.145065,2.206756
3218,2.141438,2.202542
3220,2.136794,2.203333
3222,2.152291,2.203908
3224,2.156012,2.195923
3226,2.14747,2.196998
3228,2.14691,2.197423
3230,2.142061,2.196313
3232,2.137748,2.193408
3234,2.134329,2.191704
3236,2.136518,2.196714
3238,2.128831,2.20678
3240,2.123828,2.201341
3242,2.132317,2.193483
3244,2.124602,2.197425
3246,2.118068,2.207281
3248,2.118272,2.200522
3250,2.10988,2.191475
3252,2.118086,2.203739
3254,2.124407,2.200225
3256,2.114981,2.199478
3258,2.120177,2.207363
3260,2.119359,2.197051
3262,2.113487,2.204069
3264,2.11877,2.192401
3266,2.135636,2.193556
3268,2.133493,2.190461
3270,2.137835,2.193601
3272,2.13409,2.193454
3274,2.136283,2.186331
3276,2.142751,2.188236
3278,2.13622,2.193079
3280,2.14163,2.193247
3282,2.131024,2.197108
3284,2.13315,2.193832
3286,2.147267,2.217692
3288,2.13811,2.208649
3290,2.156644,2.219608
3292,2.143556,2.218337
3294,2.146042,2.210553
3296,2.154154,2.206933
3298,2.151887,2.206153
3300,2.157184,2.20901
3302,2.143481,2.214834
3304,2.150566,2.219229
3306,2.157258,2.234349
3308,2.157134,2.222577
3310,2.155382,2.229895
3312,2.153568,2.226308
3314,2.152021,2.228468
3316,2.150507,2.231113
3318,2.158462,2.223451
3320,2.161182,2.222643
3322,2.172882,2.221861
3324,2.167316,2.23133
3326,2.161788,2.223965
3328,2.167183,2.223541
3330,2.151776,2.22871
3332,2.152357,2.23052
3334,2.149015,2.219716
3336,2.149529,2.222098
3338,2.163323,2.223629
3340,2.164306,2.219766
3342,2.161031,2.234861
3344,2.151169,2.230489
3346,2.150389,2.227457
3348,2.152526,2.228794
3350,2.154625,2.214388
3352,2.154093,2.207743
3354,2.156436,2.208798
3356,2.155282,2.215147
3358,2.152585,2.213005
3360,2.151012,2.211927
3362,2.14528,2.212391
3364,2.151959,2.199871
3366,2.147366,2.210772
3368,2.153234,2.206072
3370,2.160022,2.197933
3372,2.154837,2.204728
3374,2.152339,2.20288
3376,2.144459,2.203376
3378,2.15367,2.19921
3380,2.164252,2.19802
3382,2.149105,2.190886
3384,2.157209,2.200434
3386,2.154751,2.189599
3388,2.157454,2.187115
3390,2.155296,2.183521
3392,2.147125,2.192211
3394,2.143021,2.19588
3396,2.145309,2.181577
3398,2.155875,2.190111
3400,2.145375,2.191679
3402,2.144807,2.182267
3404,2.151261,2.180256
3406,2.156548,2.181103
3408,2.141686,2.180751
3410,2.139429,2.183581
3412,2.146742,2.175163
3414,2.137286,2.175843
3416,2.146968,2.17457
3418,2.146248,2.169569
3420,2.147581,2.155745
3422,2.150926,2.161029
3424,2.145851,2.149581
3426,2.141564,2.155354
3428,2.126565,2.164135
3430,2.144137,2.165788
3432,2.134349,2.154991
3434,2.138425,2.160156
3436,2.143928,2.175537
3438,2.137711,2.183064
3440,2.138329,2.189366
3442,2.138188,2.178642
3444,2.133965,2.18159
3446,2.134504,2.17709
3448,2.128251,2.174046
3450,2.118387,2.18348
3452,2.123578,2.192668
3454,2.127513,2.197053
3456,2.12818,2.184712
3458,2.137387,2.19565
3460,2.137191,2.19144
3462,2.141749,2.207695
3464,2.138033,2.218726
3466,2.130884,2.209737
3468,2.134322,2.205821
3470,2.139693,2.211227
3472,2.14189,2.195772
3474,2.141593,2.203013
3476,2.140522,2.215843
3478,2.150027,2.219568
3480,2.15207,2.216307
3482,2.151102,2.210318
3484,2.155572,2.208177
3486,2.151018,2.213196
3488,2.147054,2.202146
3490,2.13731,2.222802
3492,2.130659,2.205737
3494,2.141094,2.212287
3496,2.141838,2.211656
3498,2.154839,2.226221
3500,2.155159,2.231669
3502,2.155396,2.227112
3504,2.143994,2.223646
3506,2.133709,2.219908
3508,2.133624,2.209795
3510,2.129865,2.205124
3512,2.132688,2.211351
3514,2.134071,2.209947
3516,2.125819,2.211004
3518,2.128993,2.205834
3520,2.137171,2.213752
3522,2.131144,2.219877
3524,2.126532,2.23123
3526,2.118556,2.244334
3528,2.129348,2.242809
3530,2.138611,2.238409
3532,2.130774,2.241688
3534,2.126623,2.237317
3536,2.133127,2.234099
3538,2.133159,2.224465
3540,2.144028,2.231523
3542,2.143267,2.235041
3544,2.144253,2.240528
3546,2.152303,2.240531
3548,2.155381,2.260597
3550,2.161427,2.254787
3552,2.15976,2.257975
3554,2.158177,2.247675
3556,2.153614,2.230591
3558,2.164324,2.235031
3560,2.153579,2.24618
3562,2.156959,2.239519
3564,2.15364,2.233967
3566,2.149347,2.233168
3568,2.151845,2.228222
3570,2.163114,2.236466
3572,2.166431,2.246493
3574,2.161064,2.242335
3576,2.167296,2.224488
3578,2.185779,2.216313
3580,2.179424,2.214092
3582,2.180284,2.222773
3584,2.17827,2.226995
3586,2.175027,2.238845
3588,2.175601,2.232844
3590,2.18686,2.236223
3592,2.177153,2.222419
3594,2.175671,2.228849
3596,2.171688,2.230636
3598,2.17531,2.220934
3600,2.181128,2.228051
3602,2.177248,2.23202
3604,2.185832,2.225425
3606,2.180908,2.217718
3608,2.182748,2.228298
3610,2.179635,2.229047
3612,2.185735,2.224724
3614,2.182701,2.225382
3616,2.185539,2.223848
3618,2.187218,2.223205
3620,2.187952,2.227976
3622,2.190851,2.220202
3624,2.182681,2.220988
3626,2.181691,2.220034
3628,2.177798,2.229788
3630,2.172162,2.219085
3632,2.177359,2.224826
3634,2.174679,2.219815
3636,2.170867,2.208933
3638,2.1772,2.214005
3640,2.166746,2.216785
3642,2.165902,2.217068
3644,2.17307,2.222904
3646,2.180175,2.212903
3648,2.179543,2.214657
3650,2.178102,2.220597
3652,2.186921,2.209501
3654,2.180679,2.20776
3656,2.189727,2.21156
3658,2.201768,2.208618
3660,2.199465,2.210959
3662,2.184587,2.204362
3664,2.183077,2.200523
3666,2.182995,2.206585
3668,2.182446,2.2053
3670,2.174447,2.203945
3672,2.171843,2.205557
3674,2.165804,2.210169
3676,2.163733,2.208015
3678,2.182263,2.205013
3680,2.168617,2.204276
3682,2.173829,2.200896
3684,2.17379,2.215792
3686,2.170525,2.211792
3688,2.159471,2.210041
3690,2.174645,2.209092
3692,2.176713,2.213677
3694,2.178677,2.209434
3696,2.174442,2.206525
3698,2.173489,2.22621
3700,2.173093,2.228533
3702,2.171119,2.225104
3704,2.176376,2.224541
3706,2.184488,2.226752
3708,2.181936,2.221855
3710,2.184511,2.223063
3712,2.191591,2.213266
3714,2.183154,2.20274
3716,2.178711,2.206169
3718,2.169513,2.207605
3720,2.164426,2.216015
3722,2.164228,2.21873
3724,2.170729,2.211675
3726,2.170821,2.218056
3728,2.178052,2.216228
3730,2.19241,2.211563
3732,2.184222,2.207182
3734,2.182157,2.20141
3736,2.201877,2.207653
3738,2.205432,2.204957
3740,2.197686,2.209886
3742,2.206141,2.206683
3744,2.206942,2.212239
3746,2.196484,2.217121
3748,2.20442,2.221827
3750,2.215147,2.212867
3752,2.209637,2.209561
3754,2.202882,2.215855
3756,2.191361,2.209032
3758,2.191086,2.203512
3760,2.181488,2.203541
3762,2.190636,2.20555
3764,2.193933,2.202852
3766,2.198309,2.204243
3768,2.197624,2.207906
3770,2.18488,2.205238
3772,2.19407,2.203414
3774,2.180671,2.205374
3776,2.178344,2.198647
3778,2.183742,2.203431
3780,2.17804,2.212178
3782,2.171244,2.215207
3784,2.178049,2.226491
3786,2.179063,2.234073
3788,2.171123,2.229884
3790,2.177043,2.229046
3792,2.166521,2.222625
3794,2.168179,2.23514
3796,2.164775,2.234484
3798,2.165409,2.217541
3800,2.158821,2.224197
3802,2.168797,2.213228
3804,2.149869,2.220369
3806,2.159616,2.216795
3808,2.160598,2.216984
3810,2.150422,2.229335
3812,2.143476,2.231865
3814,2.143991,2.229374
3816,2.143238,2.218656
3818,2.144089,2.207883
3820,2.137917,2.210977
3822,2.129839,2.219938
3824,2.138989,2.216505
